id,vis,navn,status,start,koordinater,beskrivelse,medier,opdateret,note
langs-risskov-cykelsti,TRUE,Langs Risskov cykelsti,Ikke testet,Rock,"56.1709147, 10.2243547","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Der er sten hele vejen ud til den Parmanente, så afhængig af bundforhold og vanddybde kunne det måske bruges.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
broendby-kajakklub,TRUE,Brøndby Kajakklub,Ikke testet,Dock,"55.6111795, 12.4433082","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
sundby-kajakklub,TRUE,Sundby Kajakklub,Ikke testet,Dock,"55.6641915, 12.6353470","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
nivaa-kajakklub,TRUE,Nivå Kajakklub,Ikke testet,Dock,"55.9387412, 12.5254649","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
hvidovre-roklub,TRUE,Hvidovre Roklub,Ikke testet,Dock,"55.6258108, 12.4987699","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
amager-ro-og-kajakklub,TRUE,Amager Ro- og Kajakklub,Ikke testet,Dock,"55.6547276, 12.5631867","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
nyborg-roklub,TRUE,Nyborg Roklub,Ikke testet,Dock,"55.3060725, 10.7871060","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
solbjerg-soesport,TRUE,Solbjerg Søsport,Ikke testet,Dock,"56.0443118, 10.0781870","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
vessoe,TRUE,Vessø,Ikke testet,Dock,"56.0731607, 9.7838620","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
skanderborg-junior-sejlklub,TRUE,Skanderborg Junior Sejlklub,Ikke testet,Dock,"56.0284725, 9.9561564","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
moegeloevej,TRUE,Møgeløvej,Ikke testet,Dock,"56.1260454, 9.6853538","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
juulsborg,TRUE,Juulsborg,Ikke testet,Dock,"56.1223060, 9.6834021","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
middelfart-kajakklub,TRUE,Middelfart Kajakklub,Ikke testet,Dock,"55.4925913, 9.7289812","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
fk-odsherred-kajak,TRUE,FK Odsherred Kajak,Ikke testet,Dock,"55.7786920, 11.6129685","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
holbaek-vinterbadere,TRUE,Holbæk Vinterbadere,Ikke testet,Dock,"55.7197450, 11.6966069","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
holbaek-marina-vinterbadeklub,TRUE,Holbæk Marina (vinterbadeklub),Ikke testet,Dock,"55.7243785, 11.7628958","Status oktober 2025:
Badebroen ved vinterbadeklubben (markeret her på kortet) er en flydebro med et par meters dybde omkring. Den bliver dog fjernet, fordi den har det hårdt, når der er is om vinteren.
Billede: https://www.facebook.com/photo/?fbid=464156042404628

Nye broer:
- Vinterbadeklubben har lavet sin egen nye bro ca. 30 m længere inde mod land. Den er høj (ca. 1 m over vandet), så den er nok ikke så god til pumpfoil.
- Holbæk Marina har lavet en ny flyde-badebro ca. 50 m endnu længere mod land, beregnet til badning om sommeren. Den kan nok bruges til pumpfoil, men der er ikke så dybt omkring den.
Billede: https://www.facebook.com/photo.php?fbid=1127826856028759

Bundforhold:
Der vokser en del tang på bunden i hele bugten ved marinaen. Det kan give udfordringer, når tangen er højest om sommeren.

Andre Bemærkninger:
Pr. 6/10-2025 havde marinaen to flydebroer, men de bliver nok fjernet for vinteren, og så vidt vides er det kun den nyeste (Holbæk Marinas flyde-badebro), der kommer op igen. Placeringen på kortet er den gamle bro; den nye ligger ca. 80 m længere mod land.
Oplysningerne kommer fra en lokal, der ikke selv har prøvet at pumpfoile her.",,2025-10-07,Opdateret fra formularsvar 2025-10-07. Flyt evt. nålen til den nye flyde-badebro.
koege-marina-havnebad,TRUE,Køge Marina Havnebad,Ikke testet,Dock,"55.4727484, 12.1986977","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
koege-havn,TRUE,Køge Havn,Ikke testet,Dock,"55.4703859, 12.1978212","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
fredericia-roklub,TRUE,Fredericia Roklub,Ikke testet,Dock,"55.5697414, 9.7710719","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
halskov-vandsportscenter,TRUE,Halskov Vandsportscenter,Ikke testet,Dock,"55.3471068, 11.1097935","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
soendersoe-soebad,TRUE,Søndersø Søbad,Ikke testet,Dock,"56.4388729, 9.4178506",,,2026-09-23,
viborg-baadelaug,TRUE,Viborg Baadelaug,Ikke testet,Dock,"56.4548583, 9.4187356",,,2026-09-23,
viborg-roklub,TRUE,Viborg Roklub,Ikke testet,Dock,"56.4604120, 9.4237134",,,2026-09-23,
noerresoebadet-viborg,TRUE,"Nørresøbadet, Viborg",Ikke testet,Dock,"56.4621085, 9.4247694",,,2026-09-23,
virksund-lystbaadhavn,TRUE,Virksund Lystbådhavn,Ikke testet,Dock,"56.6084827, 9.2905872",,,2026-09-23,
tange-roklub,TRUE,Tange Roklub,Ikke testet,Dock,"56.3500211, 9.5829735",,,2026-09-23,
munkebo-sejl-og-roklub,TRUE,Munkebo Sejl og Roklub,Ikke testet,Dock,"55.4535320, 10.5545310","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
munkebo-havn,TRUE,Munkebo Havn,Ikke testet,Dock,"55.4554822, 10.5587215","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
odense-kajakklub,TRUE,Odense Kajakklub,Ikke testet,Dock,"55.4410731, 10.4220732","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
odense-kajakklub-2,TRUE,Odense Kajakklub,Ikke testet,Dock,"55.4408388, 10.4221108","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
klintebjerg-havn,TRUE,Klintebjerg Havn,Ikke testet,Dock,"55.4780286, 10.4511763","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
korshavn,TRUE,Korshavn,Ikke testet,Dock,"55.6046060, 10.6091902","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
kerteminde-havn,TRUE,Kerteminde Havn,Ikke testet,Dock,"55.4533633, 10.6655090","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
kerteminde-havn-2,TRUE,Kerteminde Havn,Ikke testet,Dock,"55.4532109, 10.6655210","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
kerteminde-roklub,TRUE,Kerteminde Roklub,Ikke testet,Dock,"55.4456212, 10.6564059","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
kalundborg-roklub,TRUE,Kalundborg Roklub,Ikke testet,Dock,"55.6767937, 11.0731565","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
frederiksvaerk-ro-og-kajakklub,TRUE,Frederiksværk Ro og Kajakklub,Ikke testet,Dock,"55.9660731, 11.9980186","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
det-groenne-fyr,TRUE,Det Grønne Fyr,Ikke testet,Dock,"56.1618326, 10.2289866","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
skanderborg-roklub,TRUE,Skanderborg Roklub,Virker ikke,Dock,"56.0426154, 9.9313388","Navn på Lokation:
Skanderborg Roklub

Adresse:
Døjsøvej 4, 8660 Skanderborg, Danmark

Beskrivelse af Dock:
Skanderborg Roklub råder over en imponerende flydedok, som giver en stabil og bred platform. Dog er vandet omkring roklubben meget lavvandet, og der er et betydeligt antal vandplanter, hvilket gør stedet uegnet til pumpfoil. Der er derfor begrænset mulighed for at gennemføre en ordentlig session.

Bundforhold:
Overvejende lavvandet med tæt vandplantevækst, som skaber udfordringer for alle former for foil-aktiviteter. Dybden øges ikke hurtigt nok til at give den nødvendige frihøjde under foilen.

Vind- og Vejrforhold:
Kan være rolige og egnede til vandsport, men de gunstige vindforhold ændrer ikke på de udfordrende bund- og planteforhold.

Tilgængelighed:
Gode parkeringsmuligheder i nærheden, og dokken er let at komme til. Området er primært fokuseret på roning, hvorfor det anbefales at kontakte roklubben ved eventuelle planer om brug af faciliteterne.

Konklusion:
På trods af en fremragende flydedok er Skanderborg Roklub ikke egnet til pumpfoil på grund af lav vanddybde og mange planter. Der findes bedre alternativer i området for foil-aktiviteter.",,2026-09-23,
aarhus-oe-jette-tikjoebs-plads,TRUE,Aarhus Ø (Jette Tikjøbs Plads),Virker ikke,Rock,"56.1679281, 10.2279754","Navn på Lokation:
Aarhus Ø – Ydersiden ved Badebroerne

Adresse:
Jette Tikjøbs Plads, 8000 Aarhus C, Danmark

Beskrivelse af Dock:
Langs ydersiden af Aarhus Ø findes der flere badebroer og områder med store sten, hvor man kunne overveje en rock start til pumpfoil. Dog er disse steder ikke ideelle til pumpfoil-aktiviteter. Badebroerne er designet til badende og har ikke den nødvendige plads eller struktur til en sikker dockstart.

Bundforhold:
Bundforholdene er desværre ikke gunstige for foiling. Hele vejen langs ydersiden, hvor badebroerne er placeret, er der lange undervandsplanter, som gør foiling umulig. Planterne kan nemt vikle sig ind i foilen og forhindre fremdrift eller forårsage pludselige stop, hvilket udgør en sikkerhedsrisiko.

Vind- og Vejrforhold:
Området er åbent mod havet og kan være udsat for vind fra forskellige retninger. Mens vindforholdene kan være passende for andre vandsportsaktiviteter, gør de lange undervandsplanter det uanset vejrforholdene upraktisk at foile her.

Tilgængelighed:
Aarhus Ø er let tilgængelig med gode parkeringsmuligheder i nærheden og offentlige transportforbindelser. Det er et populært område med mange besøgende, især i sommermånederne. Adgangen til vandet for pumpfoil er dog begrænset på grund af de udfordrende bundforhold og manglende egnede startsteder.

Faciliteter:
Området byder på en række faciliteter såsom caféer, restauranter, toiletter og rekreative områder. Det er et attraktivt sted for gåture, badning og sociale aktiviteter.

Sikkerhedstips:
Det frarådes at forsøge pumpfoil i dette område på grund af de lange undervandsplanter og manglen på egnede startsteder. Risikoen for at skade sig selv eller beskadige udstyret er høj. Hvis man alligevel overvejer at prøve, bør man være ekstremt forsigtig og først undersøge bundforholdene grundigt.

Lokale Regler og Restriktioner:
Da området er meget besøgt af badende og gående, er det vigtigt at vise hensyn. Der kan være restriktioner mod vandsportsaktiviteter tæt på badeområderne. Sørg for at følge eventuelle skiltninger og anvisninger fra lokale myndigheder.

Andre Bemærkninger:
Selvom Aarhus Ø er et attraktivt sted, er det desværre ikke velegnet til pumpfoil på grund af de lange undervandsplanter og mangel på egnede startsteder som rock start. Foilere anbefales at søge alternative lokationer med bedre forhold, såsom Egå Marina eller Knudsø, hvor der er mere optimale betingelser for pumpfoil.","https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5JcqRjI8uRyXkLvhRRtTM0C0DeG8zx9ds2HDemsfmxYxHX7iiYvCMLaTF62sBK8Vz42f3RwK822Lh614mWeeXw0ggXJWGLhlP3TwgNxo0LGDF0rA77oc840jYw4Oc4N2CEVVI0LfNAL9834JDmaxPxPQN3obe4Syk0oQyhSdHVbNCQ72V5Vef8sT-bD0_E5MmIrTOc859w3DjsRMMGDDoI4s9nLBKmmxjzYNaVPZYdG2QQWD1YDGzFGj4?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4K3N0p-qKByl9kfzRXSPR4Jsa_enF_h7kffdg34EuIq_KAXPKMpVBL6979UVCMSGaRxWUNyHWnm2VE07AeyNbgav8k5NoZSCN7FOIQtI6xmLwhGmclv_0MQserYVUUOXp84b-VXlnrkHvfkAuLLJrnfkKwOSQNaOTcY1qXHwABhGoTEbNOdT89-vypbluzMzd-JWfrYnGKUPjm0nneMnIy123Z-kdZra6VNZwO_g1faEMgWA3y5Gbj0G4?authuser=0&fife=s16383",2026-09-23,
skive-roklub,TRUE,Skive Roklub,Virker ikke,Dock,"56.5741625, 9.0533831","Adresse:
Skive Roklub, Strandvejen 1, 7800 Skive, Danmark

Data fra juli 2025:

Beskrivelse af Dock:
Der er en pænt dimensioneret EasyFloat-dock, som normalt fungerer rigtig godt til dockstart. Højden og underlaget er ideelt.

Bundforhold:
På testdagen var området lige foran docken dækket af slyngplanter, som gjorde det umuligt at få et rent afsæt. Vandet var desuden meget grumset, hvilket både kan skyldes årstiden og uheldige forhold netop den dag.

Vind- og Vejrforhold:
Ikke vurderet, da spot’et ikke var brugbart pga. planter og sigtbarhed i vandet.

Tilgængelighed:
Nem adgang til roklubben med parkering tæt ved.

Andre Bemærkninger:
Ikke egnet til dockstart på testtidspunktet. Docken er i sig selv god, men slyngplanter og dårligt vand gjorde det ubrugeligt. Måske kan det være anderledes senere på sæsonen eller efter oprydning.","https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4ai2NfTJfDXq31tGv2u_lFtVdnPc60njQnCp4E1Qs-04dIWY3CQzSB27853B4ML7LMSGCy4s91vO_8Is-9rW1Yl2aJ_QYtLgIKwDAIgkSUlp0ngKFfnYdbF5eu03brsNL2hARBdSalONgpPM0fFcxy9QjDTdRNIPrnvJYKgLp3nR4JtTUeHlrBtQkJpRrolIH0EvAl-dZYt87yR7abOR3MHdRPw7iQlT54rHW1nuk4XqmyCNC2OzLOtYs?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5jG4EEzS1d_dtUKjTNWQMMpZyucxyq1lFKc0PUGJtrUW1otXpb-CSnLBde5erbrEtaQM_jT__mTgu4BWYVoMt_ES_ln7G10srNdmAX9I-K0negxegkpf6nsJ8zv-0-XljYLd6w8e5jvFtVAy-rUE9o5EPtp--fwVH9e09hAoK-9ouC197Cpln7wiV3bJIn_ITDYlMzowhRwrjSzzr1Io_-8ca8ZBm6J7ma-vfJbnkHPbz1nsU_rGJJ91E?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7J7b6rcwbZCGVepAHNRIyamP_Y2omHTTMKx-zZxG7nk7Ae2jwFfKrcUyduc8iDy-_RcO0Q7cFFjH8Pg5DlgnE1-wqWOqUvlxoTZj3fQoD5Ac0emr5pJpP2LW4HFvaNBhddraYK-3aXfb69g2f9ZxiHXdSAmv7QOFpaGD9mVjruXlx72_oBkRVkEn3daY7M6dhQoXuuPiBa4J2fgLyZIngtcNQk8E0wuNm0h8GEBvZDVbrh_UDOxrUNQtk?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7vuCZtjKvyMd5xblAogz7tvSu-uRx7mpbqe3OJcGpljRWAzx67GXZw70rirQ_rjQay3t5tp8MKgWSBnm_zdJFbr7pzGBgwuzTQO2v0BlfTu8zaia4irNGRL-loSfRFPG1NOV46QyKpkC1p4rFfezsEitcTHN_sIvB_OjDg8ImCCd3rpLy3_zj_LV0Ku92LwTHxsZyfTBAGjNjC0RwEPADhfoJDa0UH3a7BKomqwMntge1ZXmByt5oAOrU?authuser=0&fife=s16383",2026-09-23,
badehuset-stationsgade,TRUE,"Badehuset, Stationsgade",Virker ikke,Dock,"56.1814776, 10.2365360","Testet maj 2025. Her var det ikke egnet til løbende dock start. Måske til jumpstart.
Svære parkeringsforhold.",,2026-09-23,
brabrand-soe-rostadion,TRUE,Brabrand Sø (Rostadion),Virker ikke,Dock,"56.1496938, 10.1084644","God flyde dock som kan virke tillokkende. Men lad det blive ved tanken. Brabrand Sø er IKKE ren nok til pump foiling på nuværende tidspunkt (2025), både pga. alger og E-coli bakterier som særligt sommer når kloakkerne skyller over pga. regn.",,2026-09-23,
guldborgsund-kajakklub,TRUE,Guldborgsund Kajakklub,Ikke testet,Dock,"54.7597186, 11.8579499",,,2026-09-23,
spot,TRUE,,Ikke testet,Dock,"54.7714171, 11.8614090",,,2026-09-23,Uden navn i My Maps
spot-2,TRUE,,Ikke testet,Dock,"54.6650588, 11.7277599",,,2026-09-23,Uden navn i My Maps
spot-3,TRUE,,Ikke testet,Dock,"54.8034498, 11.6329350",,,2026-09-23,Uden navn i My Maps
spot-4,TRUE,,Ikke testet,Dock,"54.8917322, 12.0379804",,,2026-09-23,Uden navn i My Maps
spot-5,TRUE,,Ikke testet,Dock,"55.0032683, 11.9202664",,,2026-09-23,Uden navn i My Maps
spot-6,TRUE,,Ikke testet,Dock,"54.9816516, 12.2827867",,,2026-09-23,Uden navn i My Maps
spot-7,TRUE,,Ikke testet,Dock,"54.9324214, 10.8311676",,,2026-09-23,Uden navn i My Maps
spot-8,TRUE,,Ikke testet,Dock,"54.8940313, 10.4084876",,,2026-09-23,Uden navn i My Maps
spot-9,TRUE,,Ikke testet,Dock,"55.6510064, 12.0767641",,,2026-09-23,Uden navn i My Maps
spot-10,TRUE,,Ikke testet,Dock,"55.6781026, 12.0697980",,,2026-09-23,Uden navn i My Maps
spot-11,TRUE,,Ikke testet,Dock,"55.6800540, 11.9452178",,,2026-09-23,Uden navn i My Maps
spot-12,TRUE,,Ikke testet,Dock,"55.5353974, 12.2344669",,,2026-09-23,Uden navn i My Maps
spot-13,TRUE,,Ikke testet,Dock,"55.7863240, 12.4434449",,,2026-09-23,Uden navn i My Maps
spot-14,TRUE,,Ikke testet,Dock,"55.4815926, 8.4115494",,,2026-09-23,Uden navn i My Maps
spot-15,TRUE,,Ikke testet,Dock,"55.8495754, 8.2789522",,,2026-09-23,Uden navn i My Maps
spot-16,TRUE,,Ikke testet,Dock,"56.4954541, 8.5868190",,,2026-09-23,Uden navn i My Maps
spot-17,TRUE,,Ikke testet,Dock,"56.4945475, 8.5916439",,,2026-09-23,Uden navn i My Maps
spot-18,TRUE,,Ikke testet,Dock,"55.0413389, 9.4328953",,,2026-09-23,Uden navn i My Maps
spot-19,TRUE,,Ikke testet,Dock,"55.2709475, 9.8842840",,,2026-09-23,Uden navn i My Maps
spot-20,TRUE,,Ikke testet,Dock,"57.0590493, 9.8870325",,,2026-09-23,Uden navn i My Maps
grenaa-lagune-flydebro,TRUE,Grenå Lagune Flydebro,Ikke testet,Dock,"56.4035172, 10.9207743",,,2026-09-23,
kalvebod-boelge,TRUE,Kalvebod Bølge,Virker,Dock,"55.6678562, 12.5732643","Beskrivelse af Dock:
Dock til dropstart i højder fra ca. 80 cm til 130 cm. Start ved siden af Kajakhotellet eller ved siden af badestedet (Kalvebod Bølge Badezone, ca. 150 m mod nord).",,2025-10-18,Fra formularsvar 2025-10-18. Status sat ud fra indsenders beskrivelse.
lynghoejsoeerne-roskilde,TRUE,"Lynghøjsøerne, Lyngager Sø (Roskilde)",Ikke testet,Dock,"55.6258565, 12.0126633","Beskrivelse af Dock:
Der er en tømmerflåde, der hænger sammen med badestranden, og en tømmerflåde midt i søen.",,2026-04-28,Fra formularsvar 2026-04-28. Nålen er ved badestranden.
hundige-havn-hejren,TRUE,"Hundige Havn, Hejren (slæbested)",Virker,Dock,"55.5947798, 12.3570275","Beskrivelse af Dock:
Bro i passende højde. Foilen kan gå under broen, så der er mulighed for en glidende start.

Vind- og Vejrforhold:
Indsø med læ. Fint begyndersted.

Faciliteter:
Bord, bænke og parkering.

Lokale Regler og Restriktioner:
Tilhører den lokale sejlklub, så brug stedet med respekt.",,2026-05-05,Fra formularsvar 2026-05-05. Status sat ud fra indsenders beskrivelse.
grusen-waterhub-lynge,TRUE,"Grusen Waterhub, Lynge",Virker,Dock,"55.8307244, 12.2919725","Beskrivelse af Dock:
Flydeponton ved Grusen Waterhub i den nedlagte grusgrav ved Lynge.

Bundforhold:
Dejlig dyb og klar sø omgivet af smuk natur.

Sikkerhedstips:
Når kabelbanen er åben, er der en del aktivitet ved pontonen, og man står nemt i vejen for wakeboarderne. Resten af tiden er stedet perfekt.

Tilgængelighed:
Parkering for enden af Stensøvej ved bommen (kør ind på pladsen ved Norrecco). Se https://grusen.dk for kabelbanens åbningstider, parkering m.m.",,2026-07-26,Fra formularsvar 2026-07-26. Status sat ud fra indsenders beskrivelse.
